No,Komoditas,Tanggal_Raw,Harga,Tahun_Sumber
2,Beras Kualitas Bawah II,15/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,15/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,15/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,15/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,15/07/2020,12300,Idul Adha 2020
II,Daging Ayam,15/07/2020,34450,Idul Adha 2020
1,Daging Ayam Ras Segar,15/07/2020,34450,Idul Adha 2020
III,Daging Sapi,15/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,15/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,15/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,15/07/2020,25900,Idul Adha 2020
1,Telur Ayam Ras Segar,15/07/2020,25900,Idul Adha 2020
V,Bawang Merah,15/07/2020,35950,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,15/07/2020,35950,Idul Adha 2020
VI,Bawang Putih,15/07/2020,23350,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,15/07/2020,23350,Idul Adha 2020
VII,Cabai Merah,15/07/2020,27400,Idul Adha 2020
1,Cabai Merah Besar,15/07/2020,31700,Idul Adha 2020
2,Cabai Merah Keriting ,15/07/2020,23100,Idul Adha 2020
VIII,Cabai Rawit,15/07/2020,26100,Idul Adha 2020
1,Cabai Rawit Hijau,15/07/2020,22450,Idul Adha 2020
2,Cabai Rawit Merah,15/07/2020,29700,Idul Adha 2020
IX,Minyak Goreng,15/07/2020,12900,Idul Adha 2020
1,Minyak Goreng Curah,15/07/2020,11300,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,15/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,15/07/2020,13450,Idul Adha 2020
X,Gula Pasir,15/07/2020,14800,Idul Adha 2020
1,Gula Pasir Kualitas Premium,15/07/2020,15300,Idul Adha 2020
2,Gula Pasir Lokal,15/07/2020,14300,Idul Adha 2020
I,Beras,16/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,16/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,16/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,16/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,16/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,16/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,16/07/2020,12300,Idul Adha 2020
II,Daging Ayam,16/07/2020,33900,Idul Adha 2020
1,Daging Ayam Ras Segar,16/07/2020,33900,Idul Adha 2020
III,Daging Sapi,16/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,16/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,16/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,16/07/2020,25900,Idul Adha 2020
1,Telur Ayam Ras Segar,16/07/2020,25900,Idul Adha 2020
V,Bawang Merah,16/07/2020,35600,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,16/07/2020,35600,Idul Adha 2020
VI,Bawang Putih,16/07/2020,23300,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,16/07/2020,23300,Idul Adha 2020
VII,Cabai Merah,16/07/2020,27750,Idul Adha 2020
1,Cabai Merah Besar,16/07/2020,32050,Idul Adha 2020
2,Cabai Merah Keriting ,16/07/2020,23450,Idul Adha 2020
VIII,Cabai Rawit,16/07/2020,26000,Idul Adha 2020
1,Cabai Rawit Hijau,16/07/2020,22350,Idul Adha 2020
2,Cabai Rawit Merah,16/07/2020,29600,Idul Adha 2020
IX,Minyak Goreng,16/07/2020,12900,Idul Adha 2020
1,Minyak Goreng Curah,16/07/2020,11350,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,16/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,16/07/2020,13450,Idul Adha 2020
X,Gula Pasir,16/07/2020,14800,Idul Adha 2020
1,Gula Pasir Kualitas Premium,16/07/2020,15300,Idul Adha 2020
2,Gula Pasir Lokal,16/07/2020,14200,Idul Adha 2020
I,Beras,17/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,17/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,17/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,17/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,17/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,17/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,17/07/2020,12300,Idul Adha 2020
II,Daging Ayam,17/07/2020,33700,Idul Adha 2020
1,Daging Ayam Ras Segar,17/07/2020,33700,Idul Adha 2020
III,Daging Sapi,17/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,17/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,17/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,17/07/2020,25800,Idul Adha 2020
1,Telur Ayam Ras Segar,17/07/2020,25800,Idul Adha 2020
V,Bawang Merah,17/07/2020,35050,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,17/07/2020,35050,Idul Adha 2020
VI,Bawang Putih,17/07/2020,23400,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,17/07/2020,23400,Idul Adha 2020
VII,Cabai Merah,17/07/2020,27850,Idul Adha 2020
1,Cabai Merah Besar,17/07/2020,32150,Idul Adha 2020
2,Cabai Merah Keriting ,17/07/2020,23550,Idul Adha 2020
VIII,Cabai Rawit,17/07/2020,26250,Idul Adha 2020
1,Cabai Rawit Hijau,17/07/2020,22500,Idul Adha 2020
2,Cabai Rawit Merah,17/07/2020,29950,Idul Adha 2020
IX,Minyak Goreng,17/07/2020,12900,Idul Adha 2020
1,Minyak Goreng Curah,17/07/2020,11350,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,17/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,17/07/2020,13450,Idul Adha 2020
X,Gula Pasir,17/07/2020,14750,Idul Adha 2020
1,Gula Pasir Kualitas Premium,17/07/2020,15300,Idul Adha 2020
2,Gula Pasir Lokal,17/07/2020,14200,Idul Adha 2020
I,Beras,20/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,20/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,20/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,20/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,20/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,20/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,20/07/2020,12300,Idul Adha 2020
II,Daging Ayam,20/07/2020,33250,Idul Adha 2020
1,Daging Ayam Ras Segar,20/07/2020,33250,Idul Adha 2020
III,Daging Sapi,20/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,20/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,20/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,20/07/2020,25900,Idul Adha 2020
1,Telur Ayam Ras Segar,20/07/2020,25900,Idul Adha 2020
V,Bawang Merah,20/07/2020,33300,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,20/07/2020,33300,Idul Adha 2020
VI,Bawang Putih,20/07/2020,23250,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,20/07/2020,23250,Idul Adha 2020
VII,Cabai Merah,20/07/2020,27950,Idul Adha 2020
1,Cabai Merah Besar,20/07/2020,32550,Idul Adha 2020
2,Cabai Merah Keriting ,20/07/2020,23300,Idul Adha 2020
VIII,Cabai Rawit,20/07/2020,25900,Idul Adha 2020
1,Cabai Rawit Hijau,20/07/2020,22350,Idul Adha 2020
2,Cabai Rawit Merah,20/07/2020,29450,Idul Adha 2020
IX,Minyak Goreng,20/07/2020,12950,Idul Adha 2020
1,Minyak Goreng Curah,20/07/2020,11500,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,20/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,20/07/2020,13450,Idul Adha 2020
X,Gula Pasir,20/07/2020,14700,Idul Adha 2020
1,Gula Pasir Kualitas Premium,20/07/2020,15200,Idul Adha 2020
2,Gula Pasir Lokal,20/07/2020,14100,Idul Adha 2020
I,Beras,21/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,21/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,21/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,21/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,21/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,21/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,21/07/2020,12300,Idul Adha 2020
II,Daging Ayam,21/07/2020,32900,Idul Adha 2020
1,Daging Ayam Ras Segar,21/07/2020,32900,Idul Adha 2020
III,Daging Sapi,21/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,21/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,21/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,21/07/2020,26000,Idul Adha 2020
1,Telur Ayam Ras Segar,21/07/2020,26000,Idul Adha 2020
V,Bawang Merah,21/07/2020,32500,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,21/07/2020,32500,Idul Adha 2020
VI,Bawang Putih,21/07/2020,23000,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,21/07/2020,23000,Idul Adha 2020
VII,Cabai Merah,21/07/2020,28300,Idul Adha 2020
1,Cabai Merah Besar,21/07/2020,33050,Idul Adha 2020
2,Cabai Merah Keriting ,21/07/2020,23600,Idul Adha 2020
VIII,Cabai Rawit,21/07/2020,25850,Idul Adha 2020
1,Cabai Rawit Hijau,21/07/2020,22200,Idul Adha 2020
2,Cabai Rawit Merah,21/07/2020,29400,Idul Adha 2020
IX,Minyak Goreng,21/07/2020,13000,Idul Adha 2020
1,Minyak Goreng Curah,21/07/2020,11550,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,21/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,21/07/2020,13450,Idul Adha 2020
X,Gula Pasir,21/07/2020,14600,Idul Adha 2020
1,Gula Pasir Kualitas Premium,21/07/2020,15200,Idul Adha 2020
2,Gula Pasir Lokal,21/07/2020,14000,Idul Adha 2020
I,Beras,22/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,22/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,22/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,22/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,22/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,22/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,22/07/2020,12300,Idul Adha 2020
II,Daging Ayam,22/07/2020,32700,Idul Adha 2020
1,Daging Ayam Ras Segar,22/07/2020,32700,Idul Adha 2020
III,Daging Sapi,22/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,22/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,22/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,22/07/2020,25950,Idul Adha 2020
1,Telur Ayam Ras Segar,22/07/2020,25950,Idul Adha 2020
V,Bawang Merah,22/07/2020,31950,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,22/07/2020,31950,Idul Adha 2020
VI,Bawang Putih,22/07/2020,23000,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,22/07/2020,23000,Idul Adha 2020
VII,Cabai Merah,22/07/2020,28050,Idul Adha 2020
1,Cabai Merah Besar,22/07/2020,32400,Idul Adha 2020
2,Cabai Merah Keriting ,22/07/2020,23600,Idul Adha 2020
VIII,Cabai Rawit,22/07/2020,25900,Idul Adha 2020
1,Cabai Rawit Hijau,22/07/2020,22350,Idul Adha 2020
2,Cabai Rawit Merah,22/07/2020,29450,Idul Adha 2020
IX,Minyak Goreng,22/07/2020,13050,Idul Adha 2020
1,Minyak Goreng Curah,22/07/2020,11750,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,22/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,22/07/2020,13450,Idul Adha 2020
X,Gula Pasir,22/07/2020,14600,Idul Adha 2020
1,Gula Pasir Kualitas Premium,22/07/2020,15200,Idul Adha 2020
2,Gula Pasir Lokal,22/07/2020,13950,Idul Adha 2020
I,Beras,23/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,23/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,23/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,23/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,23/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,23/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,23/07/2020,12300,Idul Adha 2020
II,Daging Ayam,23/07/2020,32300,Idul Adha 2020
1,Daging Ayam Ras Segar,23/07/2020,32300,Idul Adha 2020
III,Daging Sapi,23/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,23/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,23/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,23/07/2020,25950,Idul Adha 2020
1,Telur Ayam Ras Segar,23/07/2020,25950,Idul Adha 2020
V,Bawang Merah,23/07/2020,31900,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,23/07/2020,31900,Idul Adha 2020
VI,Bawang Putih,23/07/2020,22800,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,23/07/2020,22800,Idul Adha 2020
VII,Cabai Merah,23/07/2020,28050,Idul Adha 2020
1,Cabai Merah Besar,23/07/2020,32550,Idul Adha 2020
2,Cabai Merah Keriting ,23/07/2020,23550,Idul Adha 2020
VIII,Cabai Rawit,23/07/2020,25900,Idul Adha 2020
1,Cabai Rawit Hijau,23/07/2020,22300,Idul Adha 2020
2,Cabai Rawit Merah,23/07/2020,29450,Idul Adha 2020
IX,Minyak Goreng,23/07/2020,13100,Idul Adha 2020
1,Minyak Goreng Curah,23/07/2020,11850,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,23/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,23/07/2020,13450,Idul Adha 2020
X,Gula Pasir,23/07/2020,14600,Idul Adha 2020
1,Gula Pasir Kualitas Premium,23/07/2020,15200,Idul Adha 2020
2,Gula Pasir Lokal,23/07/2020,13950,Idul Adha 2020
I,Beras,24/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,24/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,24/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,24/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,24/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,24/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,24/07/2020,12250,Idul Adha 2020
II,Daging Ayam,24/07/2020,32150,Idul Adha 2020
1,Daging Ayam Ras Segar,24/07/2020,32150,Idul Adha 2020
III,Daging Sapi,24/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,24/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,24/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,24/07/2020,25900,Idul Adha 2020
1,Telur Ayam Ras Segar,24/07/2020,25900,Idul Adha 2020
V,Bawang Merah,24/07/2020,31400,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,24/07/2020,31400,Idul Adha 2020
VI,Bawang Putih,24/07/2020,22700,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,24/07/2020,22700,Idul Adha 2020
VII,Cabai Merah,24/07/2020,27950,Idul Adha 2020
1,Cabai Merah Besar,24/07/2020,32100,Idul Adha 2020
2,Cabai Merah Keriting ,24/07/2020,23750,Idul Adha 2020
VIII,Cabai Rawit,24/07/2020,25800,Idul Adha 2020
1,Cabai Rawit Hijau,24/07/2020,22250,Idul Adha 2020
2,Cabai Rawit Merah,24/07/2020,29350,Idul Adha 2020
IX,Minyak Goreng,24/07/2020,13100,Idul Adha 2020
1,Minyak Goreng Curah,24/07/2020,11850,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,24/07/2020,13950,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,24/07/2020,13450,Idul Adha 2020
X,Gula Pasir,24/07/2020,14600,Idul Adha 2020
1,Gula Pasir Kualitas Premium,24/07/2020,15200,Idul Adha 2020
2,Gula Pasir Lokal,24/07/2020,14000,Idul Adha 2020
I,Beras,27/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,27/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,27/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,27/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,27/07/2020,11050,Idul Adha 2020
5,Beras Kualitas Super I,27/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,27/07/2020,12300,Idul Adha 2020
II,Daging Ayam,27/07/2020,32150,Idul Adha 2020
1,Daging Ayam Ras Segar,27/07/2020,32150,Idul Adha 2020
III,Daging Sapi,27/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,27/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,27/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,27/07/2020,25400,Idul Adha 2020
1,Telur Ayam Ras Segar,27/07/2020,25400,Idul Adha 2020
V,Bawang Merah,27/07/2020,30450,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,27/07/2020,30450,Idul Adha 2020
VI,Bawang Putih,27/07/2020,22400,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,27/07/2020,22400,Idul Adha 2020
VII,Cabai Merah,27/07/2020,27750,Idul Adha 2020
1,Cabai Merah Besar,27/07/2020,31950,Idul Adha 2020
2,Cabai Merah Keriting ,27/07/2020,23550,Idul Adha 2020
VIII,Cabai Rawit,27/07/2020,25050,Idul Adha 2020
1,Cabai Rawit Hijau,27/07/2020,22150,Idul Adha 2020
2,Cabai Rawit Merah,27/07/2020,27950,Idul Adha 2020
IX,Minyak Goreng,27/07/2020,13150,Idul Adha 2020
1,Minyak Goreng Curah,27/07/2020,12100,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,27/07/2020,14000,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,27/07/2020,13450,Idul Adha 2020
X,Gula Pasir,27/07/2020,14500,Idul Adha 2020
1,Gula Pasir Kualitas Premium,27/07/2020,15150,Idul Adha 2020
2,Gula Pasir Lokal,27/07/2020,13850,Idul Adha 2020
I,Beras,28/07/2020,11350,Idul Adha 2020
1,Beras Kualitas Bawah I,28/07/2020,10350,Idul Adha 2020
2,Beras Kualitas Bawah II,28/07/2020,9750,Idul Adha 2020
3,Beras Kualitas Medium I,28/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,28/07/2020,11000,Idul Adha 2020
5,Beras Kualitas Super I,28/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,28/07/2020,12300,Idul Adha 2020
II,Daging Ayam,28/07/2020,32550,Idul Adha 2020
1,Daging Ayam Ras Segar,28/07/2020,32550,Idul Adha 2020
III,Daging Sapi,28/07/2020,122250,Idul Adha 2020
1,Daging Sapi Kualitas 1,28/07/2020,127650,Idul Adha 2020
2,Daging Sapi Kualitas 2,28/07/2020,116850,Idul Adha 2020
IV,Telur Ayam,28/07/2020,25300,Idul Adha 2020
1,Telur Ayam Ras Segar,28/07/2020,25300,Idul Adha 2020
V,Bawang Merah,28/07/2020,30750,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,28/07/2020,30750,Idul Adha 2020
VI,Bawang Putih,28/07/2020,22550,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,28/07/2020,22550,Idul Adha 2020
VII,Cabai Merah,28/07/2020,28650,Idul Adha 2020
1,Cabai Merah Besar,28/07/2020,33000,Idul Adha 2020
2,Cabai Merah Keriting ,28/07/2020,24300,Idul Adha 2020
VIII,Cabai Rawit,28/07/2020,25200,Idul Adha 2020
1,Cabai Rawit Hijau,28/07/2020,22500,Idul Adha 2020
2,Cabai Rawit Merah,28/07/2020,27850,Idul Adha 2020
IX,Minyak Goreng,28/07/2020,13200,Idul Adha 2020
1,Minyak Goreng Curah,28/07/2020,12200,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,28/07/2020,14000,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,28/07/2020,13500,Idul Adha 2020
X,Gula Pasir,28/07/2020,14450,Idul Adha 2020
1,Gula Pasir Kualitas Premium,28/07/2020,15100,Idul Adha 2020
2,Gula Pasir Lokal,28/07/2020,13800,Idul Adha 2020
I,Beras,29/07/2020,11300,Idul Adha 2020
1,Beras Kualitas Bawah I,29/07/2020,10250,Idul Adha 2020
2,Beras Kualitas Bawah II,29/07/2020,9700,Idul Adha 2020
3,Beras Kualitas Medium I,29/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,29/07/2020,10950,Idul Adha 2020
5,Beras Kualitas Super I,29/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,29/07/2020,12250,Idul Adha 2020
II,Daging Ayam,29/07/2020,33400,Idul Adha 2020
1,Daging Ayam Ras Segar,29/07/2020,33400,Idul Adha 2020
III,Daging Sapi,29/07/2020,123450,Idul Adha 2020
1,Daging Sapi Kualitas 1,29/07/2020,128750,Idul Adha 2020
2,Daging Sapi Kualitas 2,29/07/2020,118100,Idul Adha 2020
IV,Telur Ayam,29/07/2020,25150,Idul Adha 2020
1,Telur Ayam Ras Segar,29/07/2020,25150,Idul Adha 2020
V,Bawang Merah,29/07/2020,30900,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,29/07/2020,30900,Idul Adha 2020
VI,Bawang Putih,29/07/2020,22850,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,29/07/2020,22850,Idul Adha 2020
VII,Cabai Merah,29/07/2020,30750,Idul Adha 2020
1,Cabai Merah Besar,29/07/2020,35200,Idul Adha 2020
2,Cabai Merah Keriting ,29/07/2020,26300,Idul Adha 2020
VIII,Cabai Rawit,29/07/2020,25750,Idul Adha 2020
1,Cabai Rawit Hijau,29/07/2020,23000,Idul Adha 2020
2,Cabai Rawit Merah,29/07/2020,28500,Idul Adha 2020
IX,Minyak Goreng,29/07/2020,13250,Idul Adha 2020
1,Minyak Goreng Curah,29/07/2020,12350,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,29/07/2020,14000,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,29/07/2020,13500,Idul Adha 2020
X,Gula Pasir,29/07/2020,14450,Idul Adha 2020
1,Gula Pasir Kualitas Premium,29/07/2020,15100,Idul Adha 2020
2,Gula Pasir Lokal,29/07/2020,13750,Idul Adha 2020
I,Beras,30/07/2020,11300,Idul Adha 2020
1,Beras Kualitas Bawah I,30/07/2020,10250,Idul Adha 2020
2,Beras Kualitas Bawah II,30/07/2020,9700,Idul Adha 2020
3,Beras Kualitas Medium I,30/07/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,30/07/2020,10950,Idul Adha 2020
5,Beras Kualitas Super I,30/07/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,30/07/2020,12250,Idul Adha 2020
II,Daging Ayam,30/07/2020,35250,Idul Adha 2020
1,Daging Ayam Ras Segar,30/07/2020,35250,Idul Adha 2020
III,Daging Sapi,30/07/2020,127900,Idul Adha 2020
1,Daging Sapi Kualitas 1,30/07/2020,133350,Idul Adha 2020
2,Daging Sapi Kualitas 2,30/07/2020,122400,Idul Adha 2020
IV,Telur Ayam,30/07/2020,25000,Idul Adha 2020
1,Telur Ayam Ras Segar,30/07/2020,25000,Idul Adha 2020
V,Bawang Merah,30/07/2020,31900,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,30/07/2020,31900,Idul Adha 2020
VI,Bawang Putih,30/07/2020,23250,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,30/07/2020,23250,Idul Adha 2020
VII,Cabai Merah,30/07/2020,32100,Idul Adha 2020
1,Cabai Merah Besar,30/07/2020,37400,Idul Adha 2020
2,Cabai Merah Keriting ,30/07/2020,26850,Idul Adha 2020
VIII,Cabai Rawit,30/07/2020,26000,Idul Adha 2020
1,Cabai Rawit Hijau,30/07/2020,23250,Idul Adha 2020
2,Cabai Rawit Merah,30/07/2020,28750,Idul Adha 2020
IX,Minyak Goreng,30/07/2020,13250,Idul Adha 2020
1,Minyak Goreng Curah,30/07/2020,12300,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,30/07/2020,14000,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,30/07/2020,13500,Idul Adha 2020
X,Gula Pasir,30/07/2020,14450,Idul Adha 2020
1,Gula Pasir Kualitas Premium,30/07/2020,15100,Idul Adha 2020
2,Gula Pasir Lokal,30/07/2020,13750,Idul Adha 2020
I,Beras,03/08/2020,11300,Idul Adha 2020
1,Beras Kualitas Bawah I,03/08/2020,10250,Idul Adha 2020
2,Beras Kualitas Bawah II,03/08/2020,9700,Idul Adha 2020
3,Beras Kualitas Medium I,03/08/2020,11500,Idul Adha 2020
4,Beras Kualitas Medium II,03/08/2020,10950,Idul Adha 2020
5,Beras Kualitas Super I,03/08/2020,13100,Idul Adha 2020
6,Beras Kualitas Super II,03/08/2020,12250,Idul Adha 2020
II,Daging Ayam,03/08/2020,34600,Idul Adha 2020
1,Daging Ayam Ras Segar,03/08/2020,34600,Idul Adha 2020
III,Daging Sapi,03/08/2020,122150,Idul Adha 2020
1,Daging Sapi Kualitas 1,03/08/2020,127100,Idul Adha 2020
2,Daging Sapi Kualitas 2,03/08/2020,117200,Idul Adha 2020
IV,Telur Ayam,03/08/2020,24700,Idul Adha 2020
1,Telur Ayam Ras Segar,03/08/2020,24700,Idul Adha 2020
V,Bawang Merah,03/08/2020,31350,Idul Adha 2020
1,Bawang Merah Ukuran Sedang,03/08/2020,31350,Idul Adha 2020
VI,Bawang Putih,03/08/2020,23200,Idul Adha 2020
1,Bawang Putih Ukuran Sedang,03/08/2020,23200,Idul Adha 2020
VII,Cabai Merah,03/08/2020,32750,Idul Adha 2020
1,Cabai Merah Besar,03/08/2020,38600,Idul Adha 2020
2,Cabai Merah Keriting ,03/08/2020,26900,Idul Adha 2020
VIII,Cabai Rawit,03/08/2020,26750,Idul Adha 2020
1,Cabai Rawit Hijau,03/08/2020,23650,Idul Adha 2020
2,Cabai Rawit Merah,03/08/2020,29850,Idul Adha 2020
IX,Minyak Goreng,03/08/2020,13250,Idul Adha 2020
1,Minyak Goreng Curah,03/08/2020,12350,Idul Adha 2020
2,Minyak Goreng Kemasan Bermerk 1,03/08/2020,14000,Idul Adha 2020
3,Minyak Goreng Kemasan Bermerk 2,03/08/2020,13500,Idul Adha 2020
X,Gula Pasir,03/08/2020,14350,Idul Adha 2020
1,Gula Pasir Kualitas Premium,03/08/2020,14950,Idul Adha 2020
2,Gula Pasir Lokal,03/08/2020,13700,Idul Adha 2020
I,Beras,04/08/2020,11300,Idul Adha 2020
1,Beras Kualitas Bawah I,04/08/2020,10250,Idul Adha 2020
2,Beras Kualitas Bawah II,04/08/2020,9700,Idul Adha 2020
3,Beras Kualitas Medium I,04/08/2020,11500,Idul Adha 2020
